"Nombre","Estilo","Gravedad_Original","Gravedad_Final","Grado_Alcoholico","Amargor","Color"
"RIS","Foreign Extra Stout",1.107,1.028,10.36,102.89,50
"Awesome Recipe","Foreign Extra Stout",1.063,1.016,6.17,30.16,44.43
"Wife's Head Rush","Sweet Stout",1.057,1.008,6.41,21.2,28.04
"Imperial Chocolate Stout","Russian Imperial Stout",1.095,1.018,10.11,53.14,50
"Maltmons Kurs Stout","Sweet Stout",1.08,1.017,8.18,32.56,41.25
"YMMWS 3.0","Sweet Stout",1.061,1.014,6.13,35.57,41.26
"Existential Imperial Stout","Imperial Stout",1.093,1.031,8.11,83.39,37.62
"Chocolate Oatmeal Stout (1st attempt)","Dry Stout",1.077,1.019,7.56,24.59,36.06
"Sweet Sadie the Goat","Sweet Stout",1.06,1.021,5.08,66.16,37.43
"Breakfast Stout","Sweet Stout",1.078,1.018,7.88,43.08,47.13
"Deception Cream Stout","Sweet Stout",1.057,1.019,4.99,31.84,33.86
"Spite Row Dry Stout","Irish Extra Stout",1.057,1.016,5.35,44.9,34.65
"Life is rich and full","Russian Imperial Stout",1.111,1.023,11.6,66.06,50
"Sweet Stout","Sweet Stout",1.056,1.02,4.73,45.07,39.68
"Plebeian Stout","Irish Extra Stout",1.058,1.013,5.83,46.94,39.06
"Awesome Recipe","Dry Stout",1.062,1.016,6.11,0,27.96
"Wicked Stout","Dry Stout",1.054,1.015,5.07,34.63,35.26
"Stooooot","Dry Stout",1.059,1.014,5.88,39.49,25.62
"Mizipi Mud Choc Stout","Sweet Stout",1.042,1.012,4.03,35.26,40.06
"Simple Dry Stout","Dry Stout",1.056,1.01,6.01,14.48,30.94
"Russian Imperial Stout","Imperial Stout",1.089,1.023,9.42,58.3,46.35
"2017 stout","Imperial Stout",1.101,1.017,11.02,89.59,39.46
"Stout","Sweet Stout",1.067,1.022,5.87,33.51,13.62
"Palles Lilla Porter","Foreign Extra Stout",1.066,1.02,6.14,40.86,41.57
"Chocolate stout","Sweet Stout",1.069,1.024,5.91,35.37,29.03
"Belgian stout","Dry Stout",12.2562,3.11623,4.89,44.62,38.9
"Irish Dry Stout","Irish Stout",1.041,1.011,4,36.19,38.14
"PB Stout","Russian Imperial Stout",1.091,1.029,8.03,58.17,39.89
"Concentrated Darkness","Dry Stout",1.064,1.016,6.37,37.69,50
"Tempe Closet Imperial Stout","Imperial Stout",22.4791,6.52355,8.97,57.81,48.91
"Coeur d'une  …toile Noire","Russian Imperial Stout",1.09,1.021,9.09,114.9,50
"Kalmansuo","Russian Imperial Stout",1.095,1.017,10.24,56.16,50
"Jet black stout","Dry Stout",1.054,1.013,5.4,70.63,50
"Dark Leftovers","Irish Stout",1.053,1.007,5.97,0,50
"Stout O'Frga","Irish Stout",1.046,1.013,4.44,34.23,40.48
"Russian Imperial Stout","Imperial Stout",1.1,1.032,8.98,115.64,49.24
"Awesome Recipe","Russian Imperial Stout",1.076,1.013,8.26,72.14,50
"Imperial Stout 2016","Russian Imperial Stout",1.109,1.036,9.61,56.49,42.63
"Trevor's Vanilla Imperial Stout","Imperial Stout",1.085,1.024,8,89.73,34.31
"Decaf Java Stout","Dry Stout",1.049,1.013,4.77,37.28,34.49
"Stout","Sweet Stout",1.044,1.011,4.31,29.29,31.76
"FRANCONIAN STOUT","Dry Stout",1.046,1.008,4.98,42.49,29.34
"Russian Imperial Stout","Imperial Stout",1.098,1.02,10.25,70.19,50
"Dry Stout  chocolate flavoured","Dry Stout",1.058,1.015,5.62,33.3,35.66
"Celtic Cross Irish/dry stout","Dry Stout",1.051,1.013,4.98,47.95,29.87
"Mega Black House","Imperial Stout",1.098,1.023,9.79,86.18,50
"N¯ Imperial stout","Dry Stout",1.084,1.027,7.48,56.62,50
"Wasabi fuckfacethingyo!","Russian Imperial Stout",1.086,1.024,8.09,43.68,50
"Stangabogan Gullfaks Stout BB","Russian Imperial Stout",1.111,1.037,9.62,71.43,50
"Kirk's Irish Coffee Stout","Sweet Stout",1.057,1.016,5.32,31.22,33.52
"Aaron's Imperial Stout v1","Imperial Stout",1.095,1.023,9.45,60.2,50
"Awesome Recipe Test","Russian Imperial Stout",1.099,1.025,9.72,121.72,39.64
"Oatmeal Stout","Dry Stout",1.035,1.007,3.77,0,31.86
"I.P.M.S.","Sweet Stout",1.067,1.02,6.22,117.54,32.15
"Left Hand Milk Stout","Sweet Stout",1.064,1.018,6.1,29,41.54
"Mad cow milk stout","Sweet Stout",1.06,1.021,5.11,22.16,34.81
"Jeff's Mild","Dry Stout",1.051,1.013,5.03,23.92,19.97
"Barrel jam","Russian Imperial Stout",1.089,1.02,9.04,64.17,50
"Awesome Recipe","Dry Stout",1.045,1.012,4.3,43.44,38.95
"Stout2","Foreign Extra Stout",1.038,1.008,3.94,10.14,20.18
"Ten Steeps Dry Irish (parti-gyle)","Irish Stout",1.036,1.009,3.55,26.03,46.17
"Awesome Recipe","Russian Imperial Stout",1.086,1.022,8.48,74.49,40
"Milk Stout","Sweet Stout",1.059,1.017,5.49,20.99,47.3
"GS V3","Imperial Stout",1.072,1.012,7.93,37.85,50
"Oat County Stout","Imperial Stout",1.126,1.024,13.35,73.41,50
"Pretinha","Dry Stout",1.05,1.011,5.07,39.25,41.65
"Java the Slut","Imperial Stout",1.081,1.015,8.6,60.96,50
"Stout","Sweet Stout",1.052,1.013,5.05,31.77,44.01
"Russian Imperial Stout","Imperial Stout",1.081,1.022,7.66,47.17,50
"Daves stout","Dry Stout",1.085,1.02,8.55,46.38,40.66
"After Eight RIS Mk.II","Russian Imperial Stout",1.078,1.015,8.26,77.58,36.94
"Hop Dawgs Oatmeal Stout","Dry Stout",1.048,1.01,4.91,35.41,32.64
"Russian Imperial Stout","Russian Imperial Stout",1.116,1.032,11.1,104.19,50
"Awesome Recipe","Sweet Stout",1.069,1.021,6.35,39.07,50
"Imperial Stout","Russian Imperial Stout",1.089,1.02,9.01,67.93,40.7
"Baggett's Imperial Stout 2016 ""mojo""","Russian Imperial Stout",1.107,1.033,9.72,97.85,37.28
"Barrel Stout","Imperial Stout",1.096,1.024,9.43,68.94,50
"Arian Birthday stout (milk choco BONANZA!!!)...","Russian Imperial Stout",1.119,1.042,10.14,48.4,46.3
"Guinness Clone","Irish Stout",1.042,1.012,3.95,33.31,40.96
"Norwegian Imperial Stout","Imperial Stout",1.107,1.016,11.95,66.43,42.27
"Nocturnal Emission","Sweet Stout",1.052,1.015,4.86,23.63,46.72
"High and Rye Stout","Foreign Extra Stout",1.056,1.012,5.78,36.68,33.13
"Stout Experiment #1","Sweet Stout",1.069,1.017,6.75,70.32,40.06
"Founders Kentucky Breakfast Stout","Dry Stout",1.091,1.024,8.82,37.38,50
"Good Nite Cherry Stout","Sweet Stout",1.052,1.013,5.13,21.45,28.1
"Sweet Milk Stout","Sweet Stout",1.058,1.02,4.99,33.97,41
"Sweet Honey Stout","Sweet Stout",1.05,1.018,4.28,25.97,48.19
"Imperial stout ( barrel aged)","Imperial Stout",1.115,1.026,11.59,44.94,50
"Dry Irish Stout","Irish Stout",13.0022,3.10221,5.31,40.11,39.01
"One beer fifty states","Irish Stout",1.069,1.017,6.79,64.12,30.95
"Stouty McStouterson","Dry Stout",1.048,1.013,4.52,10.49,31.21
"OBK Chocolate Milk Stout","Sweet Stout",1.067,1.024,5.64,31.72,48.34
"Awesome Recipe","Dry Stout",1.066,1.016,6.59,40.57,38
"Girth Brooks","Russian Imperial Stout",1.137,1.048,13.89,92.17,50
"Milk Stout with Coffee","Sweet Stout",1.082,1.021,7.92,18.01,42.78
"Cream Stout","Sweet Stout",1.058,1.018,5.22,30.37,35.17
"Rye coffee stout","Sweet Stout",1.038,1.008,3.97,21.24,30.79
"Jukebox Muffin Top","Sweet Stout",1.064,1.021,5.63,15.65,4.18
"Winnipegger Stout","Sweet Stout",1.056,1.021,4.6,28.59,45.99
"Wall Nuts!","Imperial Stout",1.104,1.022,12,46.26,50
"Rico's Caramel Coffee Stout","Sweet Stout",1.05,1.017,4.37,0,20.73
"Muddy susqy stout","Russian Imperial Stout",1.111,1.032,10.42,44.15,49.05
"Russian Imperial Stout","Russian Imperial Stout",1.085,1.022,8.27,127.73,43.99
"Imperial First Strike","Imperial Stout",1.1,1.027,9.63,61.73,38.83
"Russian Imperial","Russian Imperial Stout",1.085,1.021,8.35,78.44,43.49
"Crazy milk stout(or just stout) 2016","Sweet Stout",1.093,1.028,8.44,47.29,50
"Obama (2nd Term)","Foreign Extra Stout",1.061,1.018,5.58,36.54,44.51
"Sweet Thang","Sweet Stout",1.116,1.03,11.21,25.69,50
"Courage","Imperial Stout",1.104,1.02,10.94,85.33,50
"Chocolate Breakfast Grinni","Imperial Stout",1.088,1.025,8.19,87.33,36.97
"PBC Stout","Sweet Stout",1.053,1.019,4.45,47.51,35.74
"Dry Irish Stout for Christmas 2015","Dry Stout",1.046,1.013,4.32,49.31,24.62
"Milk Stout","Sweet Stout",1.051,1.014,4.84,37.86,37.55
"KBC Stout","Sweet Stout",1.059,1.017,5.52,33.59,50
"Stout collab","Russian Imperial Stout",1.149,1.041,14.21,78.08,50
"Gr˝la MMXVII","Imperial Stout",1.102,1.032,9.26,61.94,50
"Bourbon County Clone-7.5gal","Imperial Stout",1.123,1.029,12.28,74.93,50
"Porter - round 2","Russian Imperial Stout",1.083,1.021,8.16,61.49,50
"Rasputin","Imperial Stout",1.08,1.021,7.75,107.8,31.12
"Porter or Dark Lager","Dry Stout",1.042,1.013,3.77,30.56,26.34
"Hop God +","Imperial Stout",1.077,1.015,8.19,80.51,37.82
"Buttafinga Milk Stout","Sweet Stout",1.075,1.023,6.8,25.9,38.69
"Breakfast at Weatherspoons","Sweet Stout",1.069,1.019,6.63,29.97,50
"Ashes against the grain","Irish Stout",1.044,1.01,4.43,34.67,34.04
"NB Dry Irish Stout","Dry Stout",1.048,1.014,4.45,45.01,38.75
"Grasshopper Milk Stout","Sweet Stout",1.064,1.024,5.18,35.84,41.37
"Export Stout #2","Foreign Extra Stout",1.08,1.029,6.57,103.27,50
"Milk Stout","Sweet Stout",1.083,1.03,6.96,32.64,40.06
"Are you Diana  the Hunter?","Sweet Stout",1.059,1.016,5.58,34.79,38.31
"Irish Stout","Irish Extra Stout",1.062,1.016,6.29,62.96,35.65
"Dragons Milk","Imperial Stout",1.103,1.026,10.1,36.15,40.36
"Hello Darkness","Irish Extra Stout",1.056,1.01,6.1,38.11,44.97
"Russian Imperial Stout","Russian Imperial Stout",1.105,1.033,9.45,137.29,49.7
"Milk stout","Sweet Stout",1.054,1.023,4.04,46.49,37.63
"Choc bourbon vanilla stout","Russian Imperial Stout",1.082,1.019,8.38,37.35,39.26
"NHC Stout","Irish Stout",1.047,1.012,4.61,16.32,32.9
"Padvat stout","Tropical Stout",1.056,1.014,5.56,30.22,37.06
"49 - MS Stout - 15-05-16","Sweet Stout",1.057,1.014,5.73,28.45,50
"My Name is Mudd","Sweet Stout",1.068,1.026,5.53,33.85,40
"P-nut butter imperial stout","Imperial Stout",1.086,1.022,8.43,73.23,48.27
"Kait is Great (Kate the Great Clone)","Russian Imperial Stout",1.092,1.021,9.36,82.4,44.4
"Trials","Foreign Extra Stout",1.072,1.02,6.73,73.77,23.65
"Stout trial","Dry Stout",1.054,1.015,5.04,43.85,25.18
"Winter Chocolate Stout IV","Sweet Stout",1.066,1.01,7.28,40.47,30.72
"Ten Pounds Brewing: Thanks Oakbama","Imperial Stout",1.103,1.025,10.3,76.13,42.34
"RIS V1","Russian Imperial Stout",1.095,1.023,9.54,65.24,42.67
"CoisaPreta! ( 100 anos revoluÁ„o Russa)...","Russian Imperial Stout",1.083,1.021,8.15,50.13,38.23
"First Brew","Dry Stout",1.052,1.013,5.1,31.89,30.77
"Black Siryn Erebus Premium Stout","Foreign Extra Stout",1.043,1.014,3.9,56.61,39.97
"Knie Halter","Dry Stout",1.043,1.011,4.24,46.02,35.84
"Rye Stout","Foreign Extra Stout",1.075,1.016,7.74,41.67,39.52
"Honeynut Porter 2","Imperial Stout",1.085,1.021,8.35,109.91,39.62
"Oatmeal Sweet Stout","Sweet Stout",1.059,1.014,6.03,40.01,28.83
"Halznut Haze","Sweet Stout",1.068,1.017,6.73,3.32,50
"ThisStoutWillFuckYouUp","Imperial Stout",1.113,1.031,10.69,19.23,50
"Chelski Russian-Backed Imperial Stout","Russian Imperial Stout",1.077,1.015,8.19,79.12,49.96
"69 Milk Stout","Sweet Stout",1.055,1.019,4.75,32.92,44.71
"Joulustout","Foreign Extra Stout",1.072,1.022,6.64,32.94,19.2
"Extreme Russian Imperial Stout","Russian Imperial Stout",1.095,1.013,10.87,173.7,50
"Liquid Panther","Sweet Stout",1.058,1.022,4.79,28.71,45.43
"Dry Stout Camargo","Dry Stout",1.047,1.014,4.36,34.85,38.28
"In Soviet Russia  Imperials are Stout","Imperial Stout",1.104,1.023,11.83,74.45,50
"Swirl (chololate vanilla stout)","Foreign Extra Stout",1.068,1.017,6.65,37.3,38.48
"Spark","Sweet Stout",1.065,1.014,6.61,32.38,37.36
"Sweet stout","Sweet Stout",1.061,1.015,6.23,28.77,46.32
"031 -4 IS","Imperial Stout",1.096,1.03,9.68,76.57,49.1
"Imperial Stout","Imperial Stout",1.086,1.015,9.3,67.48,40.22
"Mole'volence","Imperial Stout",1.11,1.033,10.13,67.11,50
"India porter","Foreign Extra Stout",1.064,1.016,6.33,53.09,32.29
"Black Luck","Imperial Stout",1.053,1.009,5.8,97.31,30.09
"Russian imperial stout","Russian Imperial Stout",1.088,1.029,7.66,80.77,50
"Awesome Recipe","Sweet Stout",1.089,1.036,6.9,30.29,40.18
"Get Stout of Town","Imperial Stout",1.099,1.018,10.68,49.22,50
"Tie's no 10 english stout SCALED","Dry Stout",1.048,1.011,4.84,30.54,50
"Confort Stout","Dry Stout",1.042,1.008,4.47,37.5,39.92
"Takomo Milk stout on Oak","Sweet Stout",1.065,1.022,5.57,22.81,35.22
"3 Wise Men - Stout","Dry Stout",1.049,1.012,4.79,0,17.94
"Stout karamelovy","Foreign Extra Stout",1.074,1.014,7.85,70.29,23.92
"Loopers stout","Sweet Stout",1.063,1.017,6.03,0,26.02
"Chai Marshmallow Milk Stout","Sweet Stout",1.069,1.019,6.58,0,31.71
"Obelisk the Tormentor","Imperial Stout",1.099,1.022,10.02,87.43,50
"Bilby droppings","Irish Stout",1.047,1.012,4.55,42.46,27.45
"Stout 1 East Goldings","Sweet Stout",1.05,1.013,4.96,27.37,50
"# 7 Paradox Jura","Imperial Stout",1.106,1.018,11.56,65.88,50
"Sweet As MIRS","Russian Imperial Stout",1.1,1.025,9.82,68.97,40
"Tom's Combo Double Chocolate milk stout","Dry Stout",1.063,1.023,5.23,24.78,31.25
"Voodoo Imperial Stout","Imperial Stout",1.089,1.03,8.57,52.08,42.58
"Stout","Dry Stout",1.05,1.011,5.01,39.9,25.37
"Pretty Things Babayaga Clone","Foreign Extra Stout",1.076,1.02,7.33,61.09,42.29
"Ch. maple porter","Sweet Stout",1.06,1.014,6.02,0,50
"Simple Irish","Irish Stout",1.043,1.012,4.03,42.94,30.4
"Brew Brus Hefty Stout","Foreign Extra Stout",1.071,1.018,6.96,71.13,41.99
"SWMBO","Sweet Stout",1.067,1.027,5.18,25,41.93
"Irish stout","Irish Stout",1.05,1.011,5.15,26.33,31.82
"GS v.2","Imperial Stout",1.116,1.034,10.73,56.2,50
"Boulder Choc Porter","Foreign Extra Stout",1.066,1.015,6.59,35.24,47.38
"Highlands Bog 2016","Russian Imperial Stout",1.087,1.025,8.14,58.79,44.71
"Bad back vanilla bourbon stout","Foreign Extra Stout",1.073,1.019,7.01,50.18,40.2
"Sleepy trout stought","Dry Stout",1.086,1.016,9.25,56.47,50
"Velvetine","Sweet Stout",1.058,1.017,5.41,23.41,33.43
"Sweet Stout","Sweet Stout",1.063,1.015,6.37,34.63,48.02
"04 - 2017 - APR - THE COSMONAUT","Imperial Stout",1.096,1.025,9.35,64.39,50
"Pakuranga Milk Stout","Sweet Stout",1.071,1.026,5.97,11.14,37.19
"Winter Barley Wine","Russian Imperial Stout",1.087,1.016,10.07,58.29,30.01
"Chocolate milk stout","Sweet Stout",1.056,1.017,5.05,26.77,36.63
"Russian IS for Richard","Russian Imperial Stout",1.076,1.022,7.12,54.35,45.76
"Awesome Recipe","Sweet Stout",1.06,1.016,5.81,34.42,50
"PR Stout","Foreign Extra Stout",1.07,1.018,6.94,31.74,40.85
"Ceratonia Siliqua Stout#16","Foreign Extra Stout",1.083,1.02,8.27,30.66,33.07
"Sunday Brunch","Russian Imperial Stout",1.082,1.018,8.47,61.23,45.81
"Jons Stout","Irish Stout",1.054,1.015,5.16,36.01,38.37
"Not so dry stout","Dry Stout",1.049,1.012,4.85,41.97,40.21
"Chocolate Milk Stout NB","Sweet Stout",1.056,1.019,4.82,28.03,37.94
"2017-07-23_Midnight Curfew Imperial Stout...","Imperial Stout",1.106,1.03,9.9,126.33,40
"FrukostB‰rs","Imperial Stout",1.079,1.016,8.33,64.39,50
"2015 Dark Passenger Stout","Foreign Extra Stout",1.07,1.017,6.89,145.43,50
"Richards Dry Stout","Dry Stout",1.046,1.011,4.52,43.97,36.32
"DIS III","Foreign Extra Stout",1.114,1.032,10.76,61.17,43.18
"Imperial Stout","Imperial Stout",1.097,1.024,9.58,83.91,50
"Slowhand stout","Imperial Stout",1.104,1.013,11.91,63.72,50
"Imperial Gingerbread Stout","Imperial Stout",1.112,1.03,10.75,67.66,34.98
"Dnez 36 - About That Stout","Imperial Stout",1.112,1.035,10.07,110.48,40.73
"Olive","Foreign Extra Stout",1.061,1.018,5.6,43.87,38.17
"Wilko stout","Dry Stout",1.061,1.014,6.19,0,12.82
"Thats What He Said","Sweet Stout",1.056,1.017,5.2,43.28,50
"M L STOUT","Dry Stout",1.073,1.026,6.18,0,42.07
"Old World RIS","Imperial Stout",1.111,1.026,11.06,79,50
"DRye Stout","Dry Stout",1.071,1.02,6.69,41.09,46.65
"Stolen Irish Stout","Irish Stout",1.057,1.013,5.77,31.68,42.38
"Kalsikannit - underweardrunk","Imperial Stout",1.113,1.026,11.4,27.46,8.65
"The Russians did it","Russian Imperial Stout",1.094,1.016,10.25,101.23,38.47
"Dangerous Dan Irish Stout","Irish Stout",1.044,1.011,4.36,30.69,27.26
"RIS","Imperial Stout",1.103,1.024,10.4,89.54,50
"Blackberry stout","Dry Stout",1.062,1.016,6.12,29.66,48.95
"Rye stout","Foreign Extra Stout",14.9456,4.34075,5.75,48.44,39.25
"Bare godt","Dry Stout",1.058,1.014,5.66,46.6,50
"Chocolate Milk Stout (w/ Light LME)","Sweet Stout",1.062,1.022,5.28,35.43,42.13
"Awesome Recipe","Tropical Stout",1.073,1.018,7.14,31.34,28.99
"Santa's Liquid gingerbread 20L","Foreign Extra Stout",1.084,1.019,9.15,37.05,33.33
"CHOCOLATE PEANUT STOUT","Imperial Stout",1.092,1.027,8.53,50.22,45.4
"BCS","Imperial Stout",1.127,1.03,12.71,165.44,50
"Espresso Dark Coffee Beer","Sweet Stout",1.052,1.012,5.3,27.76,41.1
"Tennessee Jeppe","Imperial Stout",31.7908,7.42443,14.24,59.77,50
"Colossus - RIS","Imperial Stout",1.082,1.021,8.1,55.25,36.09
"All Black Everything","Sweet Stout",1.065,1.018,6.22,69.25,50
"Mark's Wedding Stout","Russian Imperial Stout",1.102,1.019,10.84,87.11,39.12
"Nitch's Stout","Russian Imperial Stout",1.083,1.021,8.12,88.39,35.24
"Fat Man Stout II","Irish Extra Stout",1.056,1.014,5.67,46.63,36.6
"Russian Imperial Stout","Russian Imperial Stout",1.058,1.013,5.85,42.71,43.11
"Zombie Dad Redux Stout","Sweet Stout",1.065,1.025,5.19,32.11,42.55
"Dry Stout","Dry Stout",1.045,1.008,4.82,38.89,37.68
"Ushanka","Imperial Stout",1.102,1.033,9.14,154.44,46.55
"My Honey's Black Rye","Russian Imperial Stout",1.083,1.024,7.73,70.13,40
"Imperial Cold Steeped Coffee Stout","Russian Imperial Stout",1.088,1.02,8.91,119.32,38.29
"SCB Dry Irish Stout","Irish Stout",1.048,1.013,4.6,31.48,32.66
"Smokestack Darkening #2","Foreign Extra Stout",1.077,1.022,7.28,45.72,40
"3P Stout #1","Dry Stout",1.05,1.012,4.91,47.33,17.76
"Black Cat","Sweet Stout",1.05,1.018,4.2,40.33,33.63
"How do you milk a pumpkin?","Russian Imperial Stout",26.9929,8.74075,10.52,44.75,41.59
"Imperial Stout","Imperial Stout",1.078,1.014,8.36,74.37,45.57
"Chocolate Peanut Butter Stout","Sweet Stout",1.047,1.015,4.17,31.48,34.63
"Russian Imperial Stout","Russian Imperial Stout",1.076,1.014,8.15,53.54,37.36
"Sweaty Buffalo","Sweet Stout",1.058,1.018,5.16,42.37,45.17
"LitjKar","Foreign Extra Stout",1.046,1.008,4.96,62.3,29.63
"Milk Stout","Sweet Stout",1.065,1.022,5.73,30.21,41.99
"RIS","Imperial Stout",1.102,1.017,11.13,78.51,50
"Two Trumpeters Imperial Stout","Imperial Stout",1.104,1.026,10.27,68.57,46.74
"Dryrish Stout","Irish Stout",1.05,1.011,5.08,45.56,36.27
"Mexican Chocolate Stout","Dry Stout",1.077,1.018,7.75,72.02,42.23
"Awesome Recipe","Russian Imperial Stout",1.127,1.043,10.98,66.86,43.17
"Nip milk stout","Sweet Stout",1.058,1.018,5.29,18.89,42.78
"Milk Stout","Sweet Stout",1.071,1.024,6.22,34.84,38.53
"El Capitan Chocolate Milk Stout","Sweet Stout",1.065,1.026,5.21,23.92,43.01
"Coffee Milk Stout","Imperial Stout",1.082,1.025,7.47,56.01,38.02
"Stout","Sweet Stout",1.053,1.011,5.58,29.45,33.85
"Stumplifter AG conversion","Sweet Stout",1.07,1.016,6.97,110.45,46.61
"RIBS2 - B (autolysed)","Russian Imperial Stout",1.096,1.022,10.67,73.88,47.34
"LH Milk Stout (Extract)","Sweet Stout",1.059,1.02,5.21,26.6,38.01
"Irish stout","Dry Stout",1.043,1.011,4.27,38.41,38.39
"Easy Sweet Stout 18L","Sweet Stout",14.0594,5.08372,4.87,37.64,33.46
"Mango Tangerine Stout","Irish Stout",1.095,1.024,9.37,23.92,28.36
"Stout","Dry Stout",1.031,1.005,3.42,30.95,50
"Hwanhapoo","Russian Imperial Stout",1.083,1.028,7.25,98.79,47.75
"RIP RIS","Russian Imperial Stout",1.107,1.021,11.23,80.29,50
"Moc Putin","Imperial Stout",1.094,1.021,9.55,140.99,31.05
"Chris' Breakfast Stout (CBS) - Bourbon Oak ...","Imperial Stout",1.105,1.026,10.3,74.94,43.42
"Oatmeal stout","Irish Stout",1.046,1.013,4.36,25.86,35.27
"Twisted Mindset Foreign Stout","Foreign Extra Stout",1.08,1.019,8.05,21.2,32.46
"PImp Stout","Imperial Stout",1.094,1.024,9.29,121.94,50
"Milk Stout (#18)","Sweet Stout",1.067,1.02,6.06,13.38,40.01
"Jackdaw","Irish Extra Stout",13.6585,2.57652,5.95,39.74,39.67
"Milking the Clock: Chocolate Milk Stout","Sweet Stout",1.08,1.03,6.5,24.37,50
"Studen","Dry Stout",1.059,1.015,5.8,46.13,49.51
"Pirate's Dream Return","Sweet Stout",1.057,1.022,4.63,28.21,35.79
"One Eyed Milk Stout","Sweet Stout",1.057,1.014,5.66,26.6,38.67
"CM Foreign Extra Stout","Foreign Extra Stout",1.059,1.012,6.15,67.72,35.6
"Barrel Stout candidate 6gal","Imperial Stout",1.095,1.029,8.57,69.64,48.48
"Gray's Imperial Stout","Russian Imperial Stout",1.061,1.021,5.35,39.7,19.71
"Parti-Gyle Stouts","Imperial Stout",1.1,1.027,9.59,98.37,38.04
"Knight's Black Power Imperial Stout","Russian Imperial Stout",1.079,1.013,8.59,118.78,41.45
"T-Bone's Tears","Tropical Stout",21.014,5.39085,8.7,48.13,34.29
"Sweet Coffee Stout","Sweet Stout",1.058,1.013,5.87,32.91,50
"BBC","Imperial Stout",1.104,1.02,11.08,51.11,46.17
"RIS","Russian Imperial Stout",1.096,1.031,8.52,68.27,36.69
"Chocolate Milk Stout","Sweet Stout",1.052,1.021,4.15,28.03,37.79
"Solid Stout","Dry Stout",12.1424,3.97505,4.38,41.03,48.22
"Belgian stout","Imperial Stout",1.08,1.02,8.42,60.79,40
"Mcmennamins Dry Irish Stout","Sweet Stout",1.056,1.016,5.23,26.23,36.41
"Christmas No More","Foreign Extra Stout",1.069,1.016,6.99,63.93,35.21
"Black Hole","Imperial Stout",1.049,1.012,4.83,0,25.58
"LÊkker Lakrids IMPSTOUT","Imperial Stout",1.103,1.033,9.22,59.04,47.68
"Stone Cold Bourbon Stout","Imperial Stout",1.107,1.022,11.12,83.59,50
"The Expropriation of Tsar Nicolas II - Imper...","Imperial Stout",1.095,1.022,9.56,72.83,39.51
"Symbionese Liberation Army Stout 13","Foreign Extra Stout",1.077,1.018,7.71,43.56,50
"The Glen Reaper","Imperial Stout",1.09,1.021,9.04,84.78,35.1
"Dark and Mild","Irish Stout",1.043,1.012,4.07,43.74,33.17
"Extra Lying Stout","Foreign Extra Stout",1.085,1.025,7.94,52.55,45
"Ginger Devil  Holiday Spice Stout","Sweet Stout",1.055,1.011,5.7,23.89,36.33
"Irish Stout","Sweet Stout",1.057,1.014,5.61,34.88,31.57
"Kill Sissy Satan","Foreign Extra Stout",1.087,1.026,8.03,75.15,46.9
"Stout +","Russian Imperial Stout",1.079,1.022,7.49,62.25,34.51
"Smooth Like Calrissian Stout- Increased Effi...","Sweet Stout",1.06,1.016,5.76,30.01,36.91
"Irish extra stout","Irish Extra Stout",1.06,1.015,5.86,46.61,49.28
"Chocolate Milk Stout","Sweet Stout",1.057,1.016,5.41,31.62,38.74
"Ohio Breakfast Stout","Imperial Stout",1.091,1.019,9.45,72.18,49.12
"Russian imperial stout","Imperial Stout",1.092,1.026,8.64,66.07,34.7
"De Heeren XVII","Russian Imperial Stout",1.095,1.023,9.48,46.96,50
"ChocCoffee-Stout","Foreign Extra Stout",1.076,1.016,7.88,41.81,50
"Nook Stout","Dry Stout",1.063,1.02,5.64,87.57,42.43
"American Stout","Foreign Extra Stout",1.071,1.018,6.99,0,43.64
"O'Cliche's Irish Stout","Dry Stout",1.045,1.008,4.95,35.25,39.01
"Double D Stout","Sweet Stout",1.067,1.022,5.88,25.39,45.93
"America 3.0","Sweet Stout",1.065,1.016,6.41,20.3,40
"Mannhullet - Sort Gull","Foreign Extra Stout",1.052,1.015,4.92,47.74,38.66
"Foreign Extra Stout","Foreign Extra Stout",14.1203,3.34772,5.81,39.1,29.17
"Imperial Stout - KBS Clone (Non BA)","Russian Imperial Stout",1.087,1.019,8.9,71.46,47.5
"Multiple - Deception Cream Stout","Sweet Stout",1.06,1.018,5.46,14.53,45.32
"The Colonel","Imperial Stout",1.087,1.023,8.33,71.22,36.65
"Vanilla Stout","Dry Stout",1.05,1.012,4.91,30.91,50
"RIS/gravity points experiment","Imperial Stout",1.107,1.027,10.58,0,40.09
"Russian Imperial Stout","Russian Imperial Stout",1.087,1.021,8.75,92.39,39.34
"TitoStout","Sweet Stout",1.05,1.012,4.9,28.14,37.44
"Black Spot","Irish Stout",1.039,1.011,3.69,51.94,37.19
"Murphys/Guinness ChocoDILUTION","Irish Stout",1.073,1.017,7.43,60.02,41.81
"Ryktet Forteller","Foreign Extra Stout",1.072,1.021,6.58,68.49,40.08
"India porter","Foreign Extra Stout",1.064,1.012,6.77,68.2,34.17
"Milk choc Porter number 2","Foreign Extra Stout",1.072,1.022,6.53,53.37,37.11
"Milk stout","Foreign Extra Stout",1.073,1.025,6.31,40.91,35.03
"Dry Stout","Irish Stout",1.042,1.01,4.13,42.56,39.82
"Xmas RIS","Imperial Stout",1.098,1.023,9.9,45.84,41.86
"Dry Irish Stout","Dry Stout",1.046,1.012,4.42,24.61,30.28
